en,ru,sah,dataset,en_char_len,en_word_len,ru_char_len,ru_word_len,sah_char_len,sah_word_len,en_ru_char_ratio,en_ru_word_ratio,en_sah_char_ratio,en_sah_word_ratio,ru_sah_char_ratio,ru_sah_word_ratio
"Fridtjof Wedel-Jarlsberg Nansen;October 10, 1861 - May 13, 1930) - Norwegian polar researcher, scientist - doctor of zoology, founder of new science - physical oceanography, political and public figure, humanist, philanthropist, Nobel laureate for 1922, awarded awards of many countries, including Russia.","Fridtjof Wedel-Jarlsberg Nansen; 10 октября 1861 — 13 мая 1930) — норвежский полярный исследователь, учёный — доктор зоологии, основатель новой науки — физической океанографии, политический и общественный деятель, гуманист, филантроп, лауреат Нобелевской премии мира за 1922 год, удостоен наград многих стран, в том числе России.","Fridtjof Wedel-Jarlsberg Nansen; 1861 алтынньы 10 күнэ — 1930 ыам ыйын 13 күнэ) — Норвегия полюстааҕы чинчийээччитэ, учуонай — зоология доктора, физическай океанография диэн саҥа билими төрүттээччи, политическай уонна общественнай деятель, гуманист, филантроп, 1922 сылга аан дойду Нобелевскай премиятын лауреата, элбэх дойду наҕараадатын ылбыт, ол иһигэр Арассыыйа гиэнин эмиэ.",wikimedia,305,42,329,56,378,49,1.0786885245901638,1.3333333333333333,1.2393442622950819,1.1666666666666667,1.148936170212766,0.875
"Nansen named geographical and astronomical objects in the name of Nansen, including a crater at the north pole of the moon.","Именем Нансена названы географические и астрономические объекты, в том числе кратер на Северном полюсе Луны.","Нансен аатынан географическай уонна астрономическай эттиктэр ааттаммыттар, ол иһигэр Ый Хотугу полюһугар баар кратер.",wikimedia,123,21,108,17,117,14,0.8780487804878049,0.8095238095238095,0.9512195121951219,0.6666666666666666,1.0833333333333333,0.8235294117647058
Hans Nansen - the ancestor,Ханс Нансен — родоначальник,Ханс Нансен — төрүттээччи,wikimedia,26,5,27,4,25,4,1.0384615384615385,0.8,0.9615384615384616,0.8,0.9259259259259259,1.0
"FRANKEL DRUST RUZEVELT [2] (English Franklin Dlano Roosevelt, MFA [ˈFræŋklɪn ˈdɛlənoʊ ˈroʊzəˌvɛlt]; In the United States is also known under the initials-FDR (English FDR): January 30, 1882, Hyde Park, April 12-April 121945, Worm-Springs, Georgia)-32nd US President, one of the central figures of the world events of the first half of the 20th century, headed the United States during the global economic crisis and World War II.","Фра́нклин Делано́ Ру́звельт[2] (англ. Franklin Delano Roosevelt, МФА [ˈfræŋklɪn ˈdɛlənoʊ ˈroʊzəˌvɛlt]; в США также известен под инициалами — ФДР (англ. FDR): 30 января 1882, Хайд-Парк, штат Нью-Йорк — 12 апреля 1945, Уорм-Спрингс, Джорджия) — 32-й президент США, одна из центральных фигур мировых событий первой половины XX века, возглавлял США во время мирового экономического кризиса и Второй мировой войны.","Фра́нклин Делано́ Ру́звельт[2] (англ. Franklin Delano Roosevelt, МФА [ˈfræŋklɪn ˈdɛlənoʊ ˈroʊzəˌvɛlt]; АХШ-га маннык инициалынан биллэр — ФДР (англ. FDR): 1882 тохсунньу 30 күнүгэр , Хайд-Парк, штат Нью-Йорк — 1945 муус устар 12 күнүгэр, Уорм-Спрингс, Джорджия) — АХШ 32-ис бэрисидьиэнэ, XX үйэ бастакы аҥарын аан дойду түбэлтэтин сүрүн дьонноруттан биирдэстэрэ, Дойду экономическай кризиһин уонна иккис аан дойду сэриитин саҕана АХШ-ын салайбыт.",wikimedia,429,66,409,79,446,60,0.9533799533799534,1.196969696969697,1.0396270396270397,0.9090909090909091,1.0904645476772616,0.759493670886076
"The only American president, elected for more than two terms.","Единственный американский президент, избиравшийся более чем на два срока.",Икки сылтан ордук талыллыбыт соҕотох Америка бэрисидьиэнинэ буолар .,wikimedia,61,10,73,11,68,9,1.1967213114754098,1.1,1.1147540983606556,0.9,0.9315068493150684,0.8181818181818182
Portrait of Roosevelt on American Daim,Портрет Рузвельта на американском дайме,Американскай дайм сирэйигэр Рузвельт мэтириэтэ,wikimedia,38,6,39,5,46,5,1.0263157894736843,0.8333333333333334,1.2105263157894737,0.8333333333333334,1.1794871794871795,1.0
"Pershunghausen (German. Lüdinghausen) is a city in Germany, in the land of the North Rhine-Westphalia.","Людингхаузен (нем. Lüdinghausen) — город в Германии, в земле Северный Рейн-Вестфалия.",Людингхаузен (нем. Lüdinghausen) — Хотугу Рейн-Вестфалия сир Германия куората.,wikimedia,102,15,85,16,78,9,0.8333333333333334,1.0666666666666667,0.7647058823529411,0.6,0.9176470588235294,0.5625
Subordinate to the administrative district of Munster.,Подчинён административному округу Мюнстер.,Мюнстер дьаһалтатын уокуругар киирэр.,wikimedia,54,7,42,5,37,4,0.7777777777777778,0.7142857142857143,0.6851851851851852,0.5714285714285714,0.8809523809523809,0.8
It is part of the Kosfeld area.,Входит в состав района Косфельд.,Косфельд оройуоҥҥа киирэр.,wikimedia,31,7,32,6,26,3,1.032258064516129,0.8571428571428571,0.8387096774193549,0.42857142857142855,0.8125,0.5
"The population is 24 195 people (on December 31, 2010). [1]It occupies an area of ​​140.31 km2.","Население составляет 24 195 человек (на 31 декабря 2010 года).[1] Занимает площадь 140,31 км2.","Олохтоохторун ахсаана 24 195 киһи (2010).[1] Иэнэ 140,31 км2.",wikimedia,95,17,94,22,61,9,0.9894736842105263,1.2941176470588236,0.6421052631578947,0.5294117647058824,0.648936170212766,0.4090909090909091
Official code - 05 5 58 024.,Официальный код — 05 5 58 024.,Олохтоох салайыныы куода — 05 5 58 024.,wikimedia,28,7,30,8,39,8,1.0714285714285714,1.1428571428571428,1.3928571428571428,1.1428571428571428,1.3,1.0
The city is divided into 2 urban areas.,Город подразделяется на 2 городских района.,Куорат икки оройоуҥҥа арахсар.,wikimedia,39,8,43,7,30,4,1.1025641025641026,0.875,0.7692307692307693,0.5,0.6976744186046512,0.5714285714285714
"From the sights of the city, three castles on the water can be noted: Vishering, Wolfsberg and Pradinghausen.","Из достопримечательностей города можно отметить три замка на воде: Вишеринг, Вольфсберг и Людингхаузен.","Кэрэхсиир сирдэриттэн ууга турар 3 заамактаах: Вишеринг, Вольфсберг уонна Людингхаузен.",wikimedia,109,18,103,16,87,10,0.944954128440367,0.8888888888888888,0.7981651376146789,0.5555555555555556,0.8446601941747572,0.625
Gospel Church in Pradunghausen Plaunghausen Castle Vishering,Евангелическая церковь в Людингхаузене Людингхаузен Замок Вишеринг,Людингхаузен Замок Вишеринг,wikimedia,60,7,66,7,27,3,1.1,1.0,0.45,0.42857142857142855,0.4090909090909091,0.42857142857142855
Notes,Примечания,Быһаарыылар,wikimedia,5,1,10,1,11,1,2.0,1.0,2.2,1.0,1.1,1.0
Links,Ссылки,Сигэлэр,wikimedia,5,1,6,1,7,1,1.2,1.0,1.4,1.0,1.1666666666666667,1.0
Official page,Официальная страница,Официальнай ситим-сирэ,wikimedia,13,2,20,2,22,2,1.5384615384615385,1.0,1.6923076923076923,1.0,1.1,1.0
"Nadar Fr.Gaspard-Félix Tournachon Nadar Land of Activities: photographer, aeronaut, comic book author, caricaturist, writer and artist Date of birth: April 6, 1820 (1820-04-06) Place of birth: Paris, France Date of Death: March 21, 1910 (1910-03-21) (89 years old) Place of death: Paris, France for Nadar.Wikisklada","Надар фр. Gaspard-Félix Tournachon Nadar Род деятельности: фотограф, аэронавт, автор комиксов, карикатурист, писатель и деятель искусств Дата рождения: 6 апреля 1820(1820-04-06) Место рождения: Париж, Франция Страна: Франция Дата смерти: 21 марта 1910(1910-03-21) (89 лет) Место смерти: Париж, Франция Надар на Викискладе","Надар фр. Gaspard-Félix Tournachon Nadar Дьарыга: фотограф, аэронавт, комикс ааптара, карикатурист, суруйааччы уонна ускуустуба диэйэтэлэ Төрөөбүт күнэ: 1820, муус устар 6(1820-04-06) Төрөөбүт сирэ: Париж, Франция Дойдута: Франция Өлбүт күнэ: 1910, кулун тутар 21(1910-03-21) (89 саастааҕар) Өлбүт сирэ: Париж, Франция Надар на Викискладе",wikimedia,315,45,321,62,338,42,1.019047619047619,1.3777777777777778,1.073015873015873,0.9333333333333333,1.0529595015576323,0.6774193548387096
"Nadar (Fr. Nadar; real name-Gaspar Felix Tournashon, French Gaspard-Félix Tournachon; April 6, 1820-March 21, 1910)-the famous French photographer, caricaturist, novelist and air heater.","Нада́р (фр. Nadar; настоящее имя — Гаспар Феликс Турнашон, фр. Gaspard-Félix Tournachon; 6 апреля 1820 года — 21 марта 1910 года) — знаменитый французский фотограф, карикатурист, романист и воздухоплаватель.","Надаар (фр. Nadar; дьиҥнээх аата — Гаспар Феликс Турнашон, фр. Gaspard-Félix Tournachon; 1820 сыл муус устар 6 күнэ — 1910 сыл кулун тутар 21 күнэ) — аатырбыт француз фотограба, карикатурииһа, романииһа уонна воздухоплавателэ.",wikimedia,186,23,207,39,226,33,1.1129032258064515,1.6956521739130435,1.2150537634408602,1.434782608695652,1.0917874396135265,0.8461538461538461
Links,Ссылки,Сигэлэр,wikimedia,5,1,6,1,7,1,1.2,1.0,1.4,1.0,1.1666666666666667,1.0
Links,Ссылки,Сигэлэр,wikimedia,5,1,6,1,7,1,1.2,1.0,1.4,1.0,1.1666666666666667,1.0
Official site (German),Официальный сайт (нем.),Официал ситим-сирэ (нем.),wikimedia,22,3,23,6,25,3,1.0454545454545454,2.0,1.1363636363636365,1.0,1.0869565217391304,0.5
Lower Austria (German. Nederösterreich)-federal land in the northeast of Austria.,Нижняя Австрия (нем. Niederösterreich) — федеральная земля на северо-востоке Австрии.,Алын Австрия (нем. Niederösterreich) — Австрия хотугулуу-илин сирэ.,wikimedia,81,10,85,14,67,8,1.0493827160493827,1.4,0.8271604938271605,0.8,0.788235294117647,0.5714285714285714
The population is 1.546 million people (2nd place among the lands; data from 2001).,"Население 1,546 млн человек (2-е место среди земель; данные 2001 г.).","Олохтоохторун ахсаана 1,546 мөл киһи (Австрия сирдэриттэн 2-с миэстэ ; 2001 с. дааннайынан).",wikimedia,83,14,69,16,92,13,0.8313253012048193,1.1428571428571428,1.108433734939759,0.9285714285714286,1.3333333333333333,0.8125
The area of ​​the territory is 19 178 km2 (1st place).,Площадь территории 19 178 км2 (1-е место).,Сирин иэнэ 19 178 км2 (1 миэстэ).,wikimedia,54,11,42,11,33,7,0.7777777777777778,1.0,0.6111111111111112,0.6363636363636364,0.7857142857142857,0.6363636363636364
Administrative division,Административное деление,Дьаһалтанан тыырыллыы,wikimedia,23,2,24,2,21,2,1.0434782608695652,1.0,0.9130434782608695,1.0,0.875,1.0
Administrative map of Lower Austria,Административная карта Нижней Австрии,Алын Австрия дьаһалтанан тыырыллыыта,wikimedia,35,5,37,4,36,4,1.0571428571428572,0.8,1.0285714285714285,0.8,0.972972972972973,1.0
"Kallaste), until 1923, Red Mountains [1] - a city in the extreme east of Estonia in the county of Tartumaa, on the shores of Lake Peipsi.The population lives due to fishing.","Kallaste), до 1923 года Красные горы[1] — город на крайнем востоке Эстонии в уезде Тартумаа, на берегу Чудского озера. Население живёт за счёт ловли рыбы.","Kallaste), 1923 сыллаахха диэри Красные горы[1] — Эстония уһук илин куората, Тартумаа уезка киирэр, Чудской күөл кытылыгар турар.",wikimedia,173,31,154,33,129,18,0.8901734104046243,1.064516129032258,0.7456647398843931,0.5806451612903226,0.8376623376623377,0.5454545454545454
Most of the population are Russians.,Большинство населения — русские.,Олохтоохторо үксэ нууччалар.,wikimedia,36,6,32,5,28,3,0.8888888888888888,0.8333333333333334,0.7777777777777778,0.5,0.875,0.6
Estonians make up about 15 %.,Эстонцы составляют около 15 %.,Эстоннар 15% кэриҥэ.,wikimedia,29,6,30,6,20,3,1.0344827586206897,1.0,0.6896551724137931,0.5,0.6666666666666666,0.5
The population,Чудское озеро у Калласте,Олохтоохтор ахсааннара,wikimedia,14,2,24,4,22,2,1.7142857142857142,2.0,1.5714285714285714,1.0,0.9166666666666666,0.5
Links,Численность населения,Сигэлэр,wikimedia,5,1,21,2,7,1,4.2,2.0,1.4,1.0,0.3333333333333333,0.5
Memory,Ссылки,Өйдөбүнньүк,wikimedia,6,1,6,1,11,1,1.0,1.0,1.8333333333333333,1.0,1.8333333333333333,1.0
Notes,Память,Быһаарыылар,wikimedia,5,1,6,1,11,1,1.2,1.0,2.2,1.0,1.8333333333333333,1.0
"Valentin Grigoryevich Sputin (March 15, 1937, the village of Ust-Uda [2] [3], East Siberian region-March 14, 2015, Moscow)-Russian writer, publicist, public figure.",Примечания,"Валенти́н Григо́рьевич Распу́тин (15 марта 1937, Усть-Уда сэлиэнньэ[2][3], Восточно-Сибирская область — 14 марта 2015, Москуба) — нуучча суруйааччыта, публицииһэ, түмэт диэйэтэлэ.",wikimedia,164,22,10,1,179,21,0.06097560975609756,0.045454545454545456,1.0914634146341464,0.9545454545454546,17.9,21.0
"The representative of the ""village prose.""","Валенти́н Григо́рьевич Распу́тин (15 марта 1937, село Усть-Уда[2][3], Восточно-Сибирская область — 14 марта 2015, Москва) — русский писатель, публицист, общественный деятель.",«Дэриэбинэ прозатын» бэрэстэбиитэлэ.,wikimedia,42,6,174,35,36,3,4.142857142857143,5.833333333333333,0.8571428571428571,0.5,0.20689655172413793,0.08571428571428572
Hero of Socialist Labor (1987).,Представитель «деревенской прозы».,Социалистыы Үлэ Дьоруойа (1987).,wikimedia,31,5,34,6,32,4,1.096774193548387,1.2,1.032258064516129,0.8,0.9411764705882353,0.6666666666666666
"Laureate of the two state prizes of the USSR (1977, 1987), the State Prize of Russia (2012) [4] and the Prize of the Government of the Russian Federation (2010).",Герой Социалистического Труда (1987).,"Икки ССРС Судаарыстыбатын бириэмийэтин (1977, 1987), Арассыыйа судаарыстыбатын бириэмийэтин (2012)[4] уонна Арассыыйа Бырабыыталыстыбатын Бириэмийэтин лауреаттара (2010).",wikimedia,161,29,37,7,170,16,0.22981366459627328,0.2413793103448276,1.0559006211180124,0.5517241379310345,4.594594594594595,2.2857142857142856
Member of the Union of Writers of the USSR since 1967.,"Лауреат двух Государственных премий СССР (1977, 1987), Государственной премии России (2012)[4] и Премии Правительства РФ (2010).",1967 сыллаахтан ССРС суруйааччыларын Сойууһун чилиэнэ.,wikimedia,54,11,128,27,54,6,2.3703703703703702,2.4545454545454546,1.0,0.5454545454545454,0.421875,0.2222222222222222
Holidays,Член Союза писателей СССР с 1967 года.,Бэлиэ күннэр,wikimedia,8,1,38,8,12,2,4.75,8.0,1.5,2.0,0.3157894736842105,0.25
January 5 - Tucindan on January 9 by all residents of the country celebrate the most important holiday - the Day of the Republic of Serbian.,Праздники,Тохсунньу 5 — Туциндан Тоъсунньу 9 — Серб Өрөспүүбүлүкэтин күнэ.,wikimedia,140,26,9,1,64,10,0.06428571428571428,0.038461538461538464,0.45714285714285713,0.38461538461538464,7.111111111111111,10.0
Ban Court (Serb.,5 января — Туциндан 9 января всеми жителями страны отмечается самый главный праздник — День Республики Сербской.,Банскай двор (серб.,wikimedia,16,3,112,18,19,3,7.0,6.0,1.1875,1.0,0.16964285714285715,0.16666666666666666
"Banski courtyard), Bath-Luka International Airport Bath Luke Vishegradsky Bridge was built by Mehmed-Pashoy Sokolovich in 1571 Kozar Mosque in Kozarsk-Dubitsa Fortress of Castel in Baylechko Lake Novi-Grad Castle in Kozarski-Kostanitsa",Банский двор (серб.,"Бански двор), Баня-Лука Баня Лука көтөр аалын пуорда Вишеградтааҕы күргэ, Мехмед-паша Соколович 1571 сыллаахха туппут Козара Козарска-Дубицаҕа баар мэчиэт Кастел кириэппэс Баня-Лукаҕа Билечко күөл Нови-Град Козарска-Костайницаҕа баар заамак",wikimedia,235,30,19,5,240,28,0.08085106382978724,0.16666666666666666,1.0212765957446808,0.9333333333333333,12.631578947368421,5.6
Links,"Бански двор), Баня-Лука Международный аэропорт Баня Лука Вишеградский мост построен Мехмедом-пашой Соколовичем в 1571 году Козара Мечеть в Козарска-Дубице Крепость Кастел в Баня-Луке Билечко озеро Нови-Град Замок в Козарска-Костайнице",Сигэлэр,wikimedia,5,1,234,31,7,1,46.8,31.0,1.4,1.0,0.029914529914529916,0.03225806451612903
Respubleblika Serbskaya (Serb.,Ссылки,Серб Өрөспүүбүлүкэтэ (серб.,wikimedia,30,3,6,1,27,3,0.2,0.3333333333333333,0.9,1.0,4.5,3.0
"SRPSKA, SRPSKA, the official name of the Republic of Srpsk, Republika Srpska: Listen (Inf.)) - state education on the territory of Bosnia and Herzegovina, formed as a result of the 1995 Deatho Agreement.",Респу́блика Се́рбская (серб.,"Српска, Srpska, официальнай аата Република Српска, Republika Srpska: Слушать (инф.)) — Босния уонна Герцеговина иһигэр киирэр судаарыстыба,1995 мыллааҕы Дейтоннааҕы сөбүлэҥ түмүгэр баар буолбута.",wikimedia,203,33,28,5,195,23,0.13793103448275862,0.15151515151515152,0.9605911330049262,0.696969696969697,6.964285714285714,4.6
The capital is a bathhouse.,"Српска, Srpska, официальное название Република Српска, Republika Srpska: Слушать (инф.)) — государственное образование на территории Боснии и Герцеговины, образованное в результате Дейтонского соглашения 1995 года.",Киинэ — Баня-Лука.,wikimedia,27,5,214,35,18,3,7.925925925925926,7.0,0.6666666666666666,0.6,0.08411214953271028,0.08571428571428572
"The area is 24,605.7 km2.",Столица — Баня-Лука.,"Иэнэ 24 605,7 км2.",wikimedia,25,5,20,4,18,4,0.8,0.8,0.72,0.8,0.9,1.0
"The population is 1 326 991 people [2] (83 % - Serbs, 13 % - Bosnians and 3 % - Croats).","Площадь составляет 24 605,7 км2.","Олохтоохторо — 1 326 991 киһи [2] (83 % — сербтэр, 13 % — босниецтэр и 3 % — хорвааттар).",wikimedia,88,21,32,7,89,20,0.36363636363636365,0.3333333333333333,1.0113636363636365,0.9523809523809523,2.78125,2.857142857142857
A monetary unit is a convertible brand.,"Население — 1 326 991 человек [2] (83 % — сербы, 13 % — боснийцы и 3 % — хорваты).",Харчыта конвертируемая марка.,wikimedia,39,7,82,26,29,3,2.1025641025641026,3.7142857142857144,0.7435897435897436,0.42857142857142855,0.35365853658536583,0.11538461538461539
"The territories inhabited by the Bosnian Serbs proclaimed the independence of their Republic of Serbian in early 1992 in response to the exit of Bosnia and Herzegovina from the Yugoslavia, initiated by the Bosnian-Muslims.",Денежной единицей является конвертируемая марка.,Босния сербтэрэ бэйэлэрин олорор сирдэрин тутулуга суоҕунан 1992 сыллаахха биллэрбиттэрэ. Ол саҕана босниец-мусульмааннар Боснияны уонна Герцеговинаны Югославияттан тахсарын туһунан эппиттэрэ. Ол этиигэ хоруй буолбута.,wikimedia,222,34,48,6,218,24,0.21621621621621623,0.17647058823529413,0.9819819819819819,0.7058823529411765,4.541666666666667,4.0
The Republic of Serbian is geographically located in the central part of the Balkan Peninsula.,Населённые боснийскими сербами территории провозгласили независимость своей Республики Сербской в начале 1992 года в ответ на инициированный тогда же боснийцами-мусульманами выход Боснии и Герцеговины из состава Югославии.,Серб Өрөспүүбүлүкэтэ Балкаан тумул арыытын киин өттүгэр сытар.,wikimedia,94,15,222,28,62,8,2.3617021276595747,1.8666666666666667,0.6595744680851063,0.5333333333333333,0.27927927927927926,0.2857142857142857
"The area of ​​the Republic of Serbian is 24,641 square kilometers.",Республика Сербская географически расположена в центральной части Балканского полуострова.,Иэнэ 24 641 квадратнай километр.,wikimedia,66,11,90,10,32,5,1.3636363636363635,0.9090909090909091,0.48484848484848486,0.45454545454545453,0.35555555555555557,0.5
It is located between 42 ° 33 ′ and 45 ° 16 ′ north latitude and 16 ° 11 ′ and 19 ° 37 ′ east longitude.,Площадь Республики Сербской равняется 24 641 квадратным километрам.,Хотугу кэтирээһин 42°33′ уонна 45°16′ ыккардыларыгар илин усталааһын 16°11′ уонна 19°37′ ыккардыларыгар сытар.,wikimedia,104,27,67,9,110,13,0.6442307692307693,0.3333333333333333,1.0576923076923077,0.48148148148148145,1.6417910447761195,1.4444444444444444
The Republic of Serbskaya is at the junction of two natural-geographical and socio-economic regions-Pannonsky and Mediterranean and has no access to the sea [5].,Она находится между 42°33′ и 45°16′ северной широты и 16°11′ и 19°37′ восточной долготы.,Серб Өрөспүүбүлүкэтэ икки айылҕа уонна экэниэмикэ оройуоннарын кирбиилэригэр сытар - Паннонскай уонна Средиземноморскай. Муораҕа тахсыыта суох[5].,wikimedia,161,24,88,27,146,16,0.546583850931677,1.125,0.906832298136646,0.6666666666666666,1.6590909090909092,0.5925925925925926
Borders,Республика Сербская находится на стыке двух природно-географических и общественно-экономических районов - Паннонского и Средиземноморского и не имеет выхода к морю[5].,Кыраныыссата,wikimedia,7,1,167,24,12,1,23.857142857142858,24.0,1.7142857142857142,1.0,0.0718562874251497,0.041666666666666664
"The borders of the Republic of Serbian are international recognized and distinguish between RS both with neighboring UN member states-Serbia, Croatia and Montenegro, and with another entity of Bosnia and Herzegovina-the Big federation.",Границы,"Серб Өрөспүүбүлүкэтин кыраныыссатын аан дойду билинэр. Кини аттынааҕы ХНТ чилиэннэрэ судаарыстыбалары кытта — Сербия, Хорватия уонна Черногория, уонна атын энтитеттыын Босния уонна Герцеговина судаарыстыбатын — БиГ Бэдэрээссийэтин кытта кирбиилэһэр.",wikimedia,235,33,7,1,249,29,0.029787234042553193,0.030303030303030304,1.0595744680851065,0.8787878787878788,35.57142857142857,29.0
"The length of the borders of the RS is 2170 kilometers, of which 259 km belong to the border with Montenegro, 370 km - to the border with Serbia, 318 km - to the border with Croatia and 1134 km to the border with the Big Federation [1].","Границы Республики Сербской являются международно признанными и разграничивают РС как с соседними государствами-членами ООН — Сербией, Хорватией и Черногорией, так и с другим энтитетом Боснии и Герцеговины — Федерацией БиГ.","Кыраныыссатын уһунан 2170 км, онтон 259 км Черногориялыын, 370 км — Сербиялыын, 318 км — Хорватиялыын уонна 1134 км — БиГ Бэдэрээссийэтиниин[1].",wikimedia,236,48,223,33,144,22,0.9449152542372882,0.6875,0.6101694915254238,0.4583333333333333,0.6457399103139013,0.6666666666666666
"And those and other borders were established without taking into account ethnic, historical and natural-geographical factors and were determined based on the military-political situation [6].","Протяжённость границ РС составляет 2170 километров, из которых 259 км относятся к границе с Черногорией, 370 км — к границе с Сербией, 318 км — к границе с Хорватией и 1134 км — к границе с Федерацией БиГ[1].","Бу кирбиилэр этностар, устуоруйа уонна айылҕа усулуобуйларын учуота суох оҥоһуллубуттара, бэлиитикэ уонна байыаннай туруктан тахсыбыттара[6].",wikimedia,191,25,208,45,141,15,1.0890052356020943,1.8,0.7382198952879581,0.6,0.6778846153846154,0.3333333333333333
Mountain Velet,"И те, и другие границы были установлены без учёта этнических, исторических и природно-географических факторов и определялись исходя из военно-политической ситуации[6].",Вележ хайа,wikimedia,14,2,167,26,10,2,11.928571428571429,13.0,0.7142857142857143,1.0,0.059880239520958084,0.07692307692307693
Geomorphology of the territory of the Republic of Serbian is represented in various forms.,Гора Вележ,Серб Өрөспүүбүлүкэтин геоморфологията араас формалаах.,wikimedia,90,14,10,2,54,5,0.1111111111111111,0.14285714285714285,0.6,0.35714285714285715,5.4,2.5
