src_text,tgt_text,src_word_len,tgt_word_len,src_char_len,tgt_char_len,word_ratio,char_ratio
"Алекса́ндр Андре́евич Бу́нге (1803—1890) — немец-нуучча ботанига, Император Санкт-Петербургдааҕы Академия наукатын дьиҥнээх чилиэнэ, Дерптскай университетын профессора.","Алекса́ндр Андре́евич Бу́нге (1803—1890) — немецко-русский ботаник, действительный член Императорской Санкт-Петербургской Академии наук, профессор Дерптского университета.",16,16,168,171,1.0,1.0178571428571428
"Fridtjof Wedel-Jarlsberg Nansen; 1861 алтынньы 10 күнэ — 1930 ыам ыйын 13 күнэ) — Норвегия полюстааҕы чинчийээччитэ, учуонай — зоология доктора, физическай океанография диэн саҥа билими төрүттээччи, политическай уонна общественнай деятель, гуманист, филантроп, 1922 сылга аан дойду Нобелевскай премиятын лауреата, элбэх дойду наҕараадатын ылбыт, ол иһигэр Арассыыйа гиэнин эмиэ.","Fridtjof Wedel-Jarlsberg Nansen; 10 октября 1861 — 13 мая 1930) — норвежский полярный исследователь, учёный — доктор зоологии, основатель новой науки — физической океанографии, политический и общественный деятель, гуманист, филантроп, лауреат Нобелевской премии мира за 1922 год, удостоен наград многих стран, в том числе России.",49,45,378,329,0.9183673469387755,0.8703703703703703
"Нансен аатынан географическай уонна астрономическай эттиктэр ааттаммыттар, ол иһигэр Ый Хотугу полюһугар баар кратер.","Именем Нансена названы географические и астрономические объекты, в том числе кратер на Северном полюсе Луны.",14,15,117,108,1.0714285714285714,0.9230769230769231
Ханс Нансен — төрүттээччи,Ханс Нансен — родоначальник,4,4,25,27,1.0,1.08
"Фра́нклин Делано́ Ру́звельт[2] (англ. Franklin Delano Roosevelt, МФА [ˈfræŋklɪn ˈdɛlənoʊ ˈroʊzəˌvɛlt]; АХШ-га маннык инициалынан биллэр — ФДР (англ. FDR): 1882 тохсунньу 30 күнүгэр , Хайд-Парк, штат Нью-Йорк — 1945 муус устар 12 күнүгэр, Уорм-Спрингс, Джорджия) — АХШ 32-ис бэрисидьиэнэ, XX үйэ бастакы аҥарын аан дойду түбэлтэтин сүрүн дьонноруттан биирдэстэрэ, Дойду экономическай кризиһин уонна иккис аан дойду сэриитин саҕана АХШ-ын салайбыт.","Фра́нклин Делано́ Ру́звельт[2] (англ. Franklin Delano Roosevelt, МФА [ˈfræŋklɪn ˈdɛlənoʊ ˈroʊzəˌvɛlt]; в США также известен под инициалами — ФДР (англ. FDR): 30 января 1882, Хайд-Парк, штат Нью-Йорк — 12 апреля 1945, Уорм-Спрингс, Джорджия) — 32-й президент США, одна из центральных фигур мировых событий первой половины XX века, возглавлял США во время мирового экономического кризиса и Второй мировой войны.",60,58,446,409,0.9666666666666667,0.9170403587443946
Икки сылтан ордук талыллыбыт соҕотох Америка бэрисидьиэнинэ буолар .,"Единственный американский президент, избиравшийся более чем на два срока.",9,9,68,73,1.0,1.0735294117647058
Американскай дайм сирэйигэр Рузвельт мэтириэтэ,Портрет Рузвельта на американском дайме,5,5,46,39,1.0,0.8478260869565217
Людингхаузен (нем. Lüdinghausen) — Хотугу Рейн-Вестфалия сир Германия куората.,"Людингхаузен (нем. Lüdinghausen) — город в Германии, в земле Северный Рейн-Вестфалия.",9,11,78,85,1.2222222222222223,1.0897435897435896
Мюнстер дьаһалтатын уокуругар киирэр.,Подчинён административному округу Мюнстер.,4,4,37,42,1.0,1.135135135135135
Косфельд оройуоҥҥа киирэр.,Входит в состав района Косфельд.,3,5,26,32,1.6666666666666667,1.2307692307692308
"Олохтоохторун ахсаана 24 195 киһи (2010).[1] Иэнэ 140,31 км2.","Население составляет 24 195 человек (на 31 декабря 2010 года).[1] Занимает площадь 140,31 км2.",9,14,61,94,1.5555555555555556,1.540983606557377
Олохтоох салайыныы куода — 05 5 58 024.,Официальный код — 05 5 58 024.,8,7,39,30,0.875,0.7692307692307693
Куорат икки оройоуҥҥа арахсар.,Город подразделяется на 2 городских района.,4,6,30,43,1.5,1.4333333333333333
"Кэрэхсиир сирдэриттэн ууга турар 3 заамактаах: Вишеринг, Вольфсберг уонна Людингхаузен.","Из достопримечательностей города можно отметить три замка на воде: Вишеринг, Вольфсберг и Людингхаузен.",10,13,87,103,1.3,1.1839080459770115
Людингхаузен Замок Вишеринг,Евангелическая церковь в Людингхаузене Людингхаузен Замок Вишеринг,3,7,27,66,2.3333333333333335,2.4444444444444446
Быһаарыылар,Примечания,1,1,11,10,1.0,0.9090909090909091
Сигэлэр,Ссылки,1,1,7,6,1.0,0.8571428571428571
Официальнай ситим-сирэ,Официальная страница,2,2,22,20,1.0,0.9090909090909091
"Надар фр. Gaspard-Félix Tournachon Nadar Дьарыга: фотограф, аэронавт, комикс ааптара, карикатурист, суруйааччы уонна ускуустуба диэйэтэлэ Төрөөбүт күнэ: 1820, муус устар 6(1820-04-06) Төрөөбүт сирэ: Париж, Франция Дойдута: Франция Өлбүт күнэ: 1910, кулун тутар 21(1910-03-21) (89 саастааҕар) Өлбүт сирэ: Париж, Франция Надар на Викискладе","Надар фр. Gaspard-Félix Tournachon Nadar Род деятельности: фотограф, аэронавт, автор комиксов, карикатурист, писатель и деятель искусств Дата рождения: 6 апреля 1820(1820-04-06) Место рождения: Париж, Франция Страна: Франция Дата смерти: 21 марта 1910(1910-03-21) (89 лет) Место смерти: Париж, Франция Надар на Викискладе",42,41,338,321,0.9761904761904762,0.9497041420118343
"Надаар (фр. Nadar; дьиҥнээх аата — Гаспар Феликс Турнашон, фр. Gaspard-Félix Tournachon; 1820 сыл муус устар 6 күнэ — 1910 сыл кулун тутар 21 күнэ) — аатырбыт француз фотограба, карикатурииһа, романииһа уонна воздухоплавателэ.","Нада́р (фр. Nadar; настоящее имя — Гаспар Феликс Турнашон, фр. Gaspard-Félix Tournachon; 6 апреля 1820 года — 21 марта 1910 года) — знаменитый французский фотограф, карикатурист, романист и воздухоплаватель.",33,29,226,207,0.8787878787878788,0.915929203539823
Сигэлэр,Ссылки,1,1,7,6,1.0,0.8571428571428571
Сигэлэр,Ссылки,1,1,7,6,1.0,0.8571428571428571
Официал ситим-сирэ (нем.),Официальный сайт (нем.),3,3,25,23,1.0,0.92
Алын Австрия (нем. Niederösterreich) — Австрия хотугулуу-илин сирэ.,Нижняя Австрия (нем. Niederösterreich) — федеральная земля на северо-востоке Австрии.,8,10,67,85,1.25,1.2686567164179106
"Олохтоохторун ахсаана 1,546 мөл киһи (Австрия сирдэриттэн 2-с миэстэ ; 2001 с. дааннайынан).","Население 1,546 млн человек (2-е место среди земель; данные 2001 г.).",13,11,92,69,0.8461538461538461,0.75
Сирин иэнэ 19 178 км2 (1 миэстэ).,Площадь территории 19 178 км2 (1-е место).,7,7,33,42,1.0,1.2727272727272727
Дьаһалтанан тыырыллыы,Административное деление,2,2,21,24,1.0,1.1428571428571428
Алын Австрия дьаһалтанан тыырыллыыта,Административная карта Нижней Австрии,4,4,36,37,1.0,1.0277777777777777
"Kallaste), 1923 сыллаахха диэри Красные горы[1] — Эстония уһук илин куората, Тартумаа уезка киирэр, Чудской күөл кытылыгар турар.","Kallaste), до 1923 года Красные горы[1] — город на крайнем востоке Эстонии в уезде Тартумаа, на берегу Чудского озера. Население живёт за счёт ловли рыбы.",18,25,129,154,1.3888888888888888,1.193798449612403
Олохтоохторо үксэ нууччалар.,Большинство населения — русские.,3,4,28,32,1.3333333333333333,1.1428571428571428
Эстоннар 15% кэриҥэ.,Эстонцы составляют около 15 %.,3,5,20,30,1.6666666666666667,1.5
Чудской күөл Калласте аттыгар,Чудское озеро у Калласте,4,4,29,24,1.0,0.8275862068965517
Олохтоохтор ахсааннара,Численность населения,2,2,22,21,1.0,0.9545454545454546
Сигэлэр,Ссылки,1,1,7,6,1.0,0.8571428571428571
Өйдөбүнньүк,Память,1,1,11,6,1.0,0.5454545454545454
Быһаарыылар,Примечания,1,1,11,10,1.0,0.9090909090909091
"Валенти́н Григо́рьевич Распу́тин (15 марта 1937, Усть-Уда сэлиэнньэ[2][3], Восточно-Сибирская область — 14 марта 2015, Москуба) — нуучча суруйааччыта, публицииһэ, түмэт диэйэтэлэ.","Валенти́н Григо́рьевич Распу́тин (15 марта 1937, село Усть-Уда[2][3], Восточно-Сибирская область — 14 марта 2015, Москва) — русский писатель, публицист, общественный деятель.",21,21,179,174,1.0,0.9720670391061452
«Дэриэбинэ прозатын» бэрэстэбиитэлэ.,Представитель «деревенской прозы».,3,3,36,34,1.0,0.9444444444444444
Социалистыы Үлэ Дьоруойа (1987).,Герой Социалистического Труда (1987).,4,4,32,37,1.0,1.15625
"Икки ССРС Судаарыстыбатын бириэмийэтин (1977, 1987), Арассыыйа судаарыстыбатын бириэмийэтин (2012)[4] уонна Арассыыйа Бырабыыталыстыбатын Бириэмийэтин лауреаттара (2010).","Лауреат двух Государственных премий СССР (1977, 1987), Государственной премии России (2012)[4] и Премии Правительства РФ (2010).",16,16,170,128,1.0,0.7529411764705882
1967 сыллаахтан ССРС суруйааччыларын Сойууһун чилиэнэ.,Член Союза писателей СССР с 1967 года.,6,7,54,38,1.1666666666666667,0.7037037037037037
Бэлиэ күннэр,Праздники,2,1,12,9,0.5,0.75
Тохсунньу 5 — Туциндан Тоъсунньу 9 — Серб Өрөспүүбүлүкэтин күнэ.,5 января — Туциндан 9 января всеми жителями страны отмечается самый главный праздник — День Республики Сербской.,10,17,64,112,1.7,1.75
Банскай двор (серб.,Банский двор (серб.,3,3,19,19,1.0,1.0
"Бански двор), Баня-Лука Баня Лука көтөр аалын пуорда Вишеградтааҕы күргэ, Мехмед-паша Соколович 1571 сыллаахха туппут Козара Козарска-Дубицаҕа баар мэчиэт Кастел кириэппэс Баня-Лукаҕа Билечко күөл Нови-Град Козарска-Костайницаҕа баар заамак","Бански двор), Баня-Лука Международный аэропорт Баня Лука Вишеградский мост построен Мехмедом-пашой Соколовичем в 1571 году Козара Мечеть в Козарска-Дубице Крепость Кастел в Баня-Луке Билечко озеро Нови-Град Замок в Козарска-Костайнице",28,29,240,234,1.0357142857142858,0.975
Сигэлэр,Ссылки,1,1,7,6,1.0,0.8571428571428571
Серб Өрөспүүбүлүкэтэ (серб.,Респу́блика Се́рбская (серб.,3,3,27,28,1.0,1.037037037037037
"Српска, Srpska, официальнай аата Република Српска, Republika Srpska: Слушать (инф.)) — Босния уонна Герцеговина иһигэр киирэр судаарыстыба,1995 мыллааҕы Дейтоннааҕы сөбүлэҥ түмүгэр баар буолбута.","Српска, Srpska, официальное название Република Српска, Republika Srpska: Слушать (инф.)) — государственное образование на территории Боснии и Герцеговины, образованное в результате Дейтонского соглашения 1995 года.",23,25,195,214,1.0869565217391304,1.0974358974358975
Киинэ — Баня-Лука.,Столица — Баня-Лука.,3,3,18,20,1.0,1.1111111111111112
"Иэнэ 24 605,7 км2.","Площадь составляет 24 605,7 км2.",4,5,18,32,1.25,1.7777777777777777
"Олохтоохторо — 1 326 991 киһи [2] (83 % — сербтэр, 13 % — босниецтэр и 3 % — хорвааттар).","Население — 1 326 991 человек [2] (83 % — сербы, 13 % — боснийцы и 3 % — хорваты).",20,20,89,82,1.0,0.9213483146067416
Харчыта конвертируемая марка.,Денежной единицей является конвертируемая марка.,3,5,29,48,1.6666666666666667,1.6551724137931034
Босния сербтэрэ бэйэлэрин олорор сирдэрин тутулуга суоҕунан 1992 сыллаахха биллэрбиттэрэ. Ол саҕана босниец-мусульмааннар Боснияны уонна Герцеговинаны Югославияттан тахсарын туһунан эппиттэрэ. Ол этиигэ хоруй буолбута.,Населённые боснийскими сербами территории провозгласили независимость своей Республики Сербской в начале 1992 года в ответ на инициированный тогда же боснийцами-мусульманами выход Боснии и Герцеговины из состава Югославии.,24,27,218,222,1.125,1.018348623853211
Серб Өрөспүүбүлүкэтэ Балкаан тумул арыытын киин өттүгэр сытар.,Республика Сербская географически расположена в центральной части Балканского полуострова.,8,9,62,90,1.125,1.4516129032258065
Иэнэ 24 641 квадратнай километр.,Площадь Республики Сербской равняется 24 641 квадратным километрам.,5,8,32,67,1.6,2.09375
Хотугу кэтирээһин 42°33′ уонна 45°16′ ыккардыларыгар илин усталааһын 16°11′ уонна 19°37′ ыккардыларыгар сытар.,Она находится между 42°33′ и 45°16′ северной широты и 16°11′ и 19°37′ восточной долготы.,13,14,110,88,1.0769230769230769,0.8
Серб Өрөспүүбүлүкэтэ икки айылҕа уонна экэниэмикэ оройуоннарын кирбиилэригэр сытар - Паннонскай уонна Средиземноморскай. Муораҕа тахсыыта суох[5].,Республика Сербская находится на стыке двух природно-географических и общественно-экономических районов - Паннонского и Средиземноморского и не имеет выхода к морю[5].,16,20,146,167,1.25,1.143835616438356
Кыраныыссата,Границы,1,1,12,7,1.0,0.5833333333333334
"Серб Өрөспүүбүлүкэтин кыраныыссатын аан дойду билинэр. Кини аттынааҕы ХНТ чилиэннэрэ судаарыстыбалары кытта — Сербия, Хорватия уонна Черногория, уонна атын энтитеттыын Босния уонна Герцеговина судаарыстыбатын — БиГ Бэдэрээссийэтин кытта кирбиилэһэр.","Границы Республики Сербской являются международно признанными и разграничивают РС как с соседними государствами-членами ООН — Сербией, Хорватией и Черногорией, так и с другим энтитетом Боснии и Герцеговины — Федерацией БиГ.",29,30,249,223,1.0344827586206897,0.8955823293172691
"Кыраныыссатын уһунан 2170 км, онтон 259 км Черногориялыын, 370 км — Сербиялыын, 318 км — Хорватиялыын уонна 1134 км — БиГ Бэдэрээссийэтиниин[1].","Протяжённость границ РС составляет 2170 километров, из которых 259 км относятся к границе с Черногорией, 370 км — к границе с Сербией, 318 км — к границе с Хорватией и 1134 км — к границе с Федерацией БиГ[1].",22,38,144,208,1.7272727272727273,1.4444444444444444
"Бу кирбиилэр этностар, устуоруйа уонна айылҕа усулуобуйларын учуота суох оҥоһуллубуттара, бэлиитикэ уонна байыаннай туруктан тахсыбыттара[6].","И те, и другие границы были установлены без учёта этнических, исторических и природно-географических факторов и определялись исходя из военно-политической ситуации[6].",15,20,141,167,1.3333333333333333,1.1843971631205674
Вележ хайа,Гора Вележ,2,2,10,10,1.0,1.0
Серб Өрөспүүбүлүкэтин геоморфологията араас формалаах.,Геоморфология территории Республики Сербской представлена в различных формах.,5,8,54,77,1.6,1.4259259259259258
"Хотугу өттө кайнозой сөҥүүлэриттэн турар мырааннар, улам-улам аллювий хочолорго уонна өрүм террасаларыгар түһэр, бу сирдэр өрөспүүбүлүкэ ордук өлгөм үүнүүлээх сорҕото буолаллар.","Её северная часть, в припаннонской холмистой местности, состоящей из кайнозойских отложений, постепенно спускается к аллювиальным равнинам и речным террасам, которые являются наиболее плодородной частью Республики Сербской.",21,26,177,223,1.2380952380952381,1.2598870056497176
Илин уонна соҕуруулуу-илин мырааннар сыыйа Герцеговина үрдүк хайаларыгар силбэһэллэр.,На востоке и юго-востоке Республики холмистая местность постепенно перерастает в высокие горы Герцеговины.,9,13,85,106,1.4444444444444444,1.2470588235294118
Өрүстэрэ,Реки,1,1,8,4,1.0,0.5
Требишница өрүс,Река Требишница,2,2,15,15,1.0,1.0
"Серб Өрөспүүбүлүкэтин үгүс өрүстэрэ бөдөҥ күрүлгэннээхтэр, гидроэнергетикаҕа туттуллуох айылаах улахан потенциаллаахтар. маны таһынан рекреационнай потенциаллаахтара биллэр, ордук ыраас уулаах хайа үрэхтэрэ.","Многие реки в Республике имеют крупные водопады и располагают значительным гидроэнергетическим потенциалом. Они обладают и рекреационным потенциалом, особенно горные реки с чистой водой.",21,23,207,186,1.0952380952380953,0.8985507246376812
Килиимэтэ,Климат,1,1,9,6,1.0,0.6666666666666666
"Климаттарын зоналара Герцеговина соҕуруу өттүгэр средиземноморскайтан саҕалаан, хоту өттүгэр континентальнайга тиийэ.","Климатические зоны простираются от средиземноморской на юге Герцеговины, до континентальной, которая преобладает в северной части Республики.",11,16,117,141,1.4545454545454546,1.205128205128205
Серб Өрөспүүбүлүкэтин устуоруйата,История Республики Сербской,3,3,33,27,1.0,0.8181818181818182
1991 сыллааҕы биэрэпис көрдөрбүтүнэн Бэсния уонна Герцеговина этностарын каартата,Этническая карта Боснии и Герцеговины согласно переписи населения 1991 года,9,10,81,75,1.1111111111111112,0.9259259259259259
"Бүтэһик сэрии иннинээҕи биэрэпиһинэн Босния уонна Герцеговина мусульманнара 1 905 829 киһи (43,7 %) этилэр, сербтэр — 1 369 258 киһи (31,4 %), хорвааттар — 755 892 киһи (17,3 %).","По последней довоенной переписи населения Боснии и Герцеговины мусульман было 1 905 829 человек (43,7 %), сербов — 1 369 258 человек (31,4 %), хорватов — 755 892 человека (17,3 %).",30,31,178,180,1.0333333333333334,1.0112359550561798
"106 общиннаттан мусульмааннар 35 общинаҕа олохтоохторун улахан аҥаарыттан ордуктар этэ, сүнньүнэн киин Боснияҕа, оттон сербтэр — 32 арҕаа уонна илин общиналарга элбэхтэрэ.","Из 106 общин БиГ мусульмане составляли большинство в 35 общинах, в основном в центральной Боснии, а сербы — в 32 западных и восточных общинах республики.",22,25,171,153,1.1363636363636365,0.8947368421052632
Хорвааттар соҕуруу уонна аҕыйах киин общиналарга элбэхтэрэ.,Хорваты составляли большинство на юге БиГ и в некоторых центральных общинах.,7,11,59,76,1.5714285714285714,1.2881355932203389
240 тыһыынча БГ олохтооҕо «югослав» дэммитэ.,Около 240 тысяч жителей БиГ самоопределились как «югославы».,6,8,44,60,1.3333333333333333,1.3636363636363635
Олортон үксүлэрэ сербтэр уонна булкаас дьиэ кэргэн оҕолоро этэ.,Большинство из них были сербами или детьми от смешанных браков.,9,10,63,63,1.1111111111111112,1.0
1991сыллаахха баар буолбут ыалтан 27 % булкаас этэ.,В 1991 году 27 % заключённых браков были смешанными.,8,9,51,52,1.125,1.0196078431372548
Ылан олорор сирдэринэн сербтэр баһыйаллара.,По площади занимаемой территории сербы опережали другие боснийские народы.,5,9,43,74,1.8,1.7209302325581395
"Кинилэр БГ сирин 53,3 %-гар ахсааннарынан баһыйаллара[9].","Они представляли абсолютное большинство населения на 53,3 % территории БиГ[9].",7,10,57,78,1.4285714285714286,1.368421052631579
"Радован Караджич, Серб Өрөспүүбүлүкэтин бастакы бэрэсидьиэнэ","Радован Караджич, первый президент Республики Сербской",6,6,60,54,1.0,0.9
Сытар сирэ уонна дьаһалтаннан тыырыллыыта,Расположение и административное деление,5,4,41,39,0.8,0.9512195121951219
Серб Өрөспүүбүлүкэтин дьаһалтаннан тыырыллыыта (кытархай өҥүнэн),Административное деление РС (розовый цвет),6,5,64,42,0.8333333333333334,0.65625
"Серб Өрөспүүбүлүкэтин иэнэ 24 605,7 км2.","Площадь Республики Сербской составляет 24 605,7 км2.",6,7,40,52,1.1666666666666667,1.3
Брчко куораткка туспа статус биэрбиттэрин кэннэ Өрөспүүбүлүкэ икки аҕаар хайдыбыта — арҕаа уонна илин.,После предоставления городу Брчко статуса отдельного округа РС была разделена на две части — западную и восточную.,14,17,102,114,1.2142857142857142,1.1176470588235294
"Арҕаа өттүгэр Босния Краинату уонна Посавина киирэллэр, илиҥҥи өттүгэр — Семберия, Романия уонна Илиҥҥи Герцеговина.","В западную входят Боснийская Краина и Посавина, а в восточную — Семберия, Романия и Восточная Герцеговина. Большая часть республики лежит в пределах исторической области Босния, меньшая — в Герцеговине.",15,29,116,202,1.9333333333333333,1.7413793103448276
"Серб Өрөспүүбүлүкэтин улахан өттө Босния устуоруйаҕа киирбит уобалаһын иһинэн сытар, кыра сорҕото — Герцеговинаҕа.","Граница между Боснией и Герцеговиной примерно совпадает с дунайско-адриатическим водоразделом; Босния лежит к северу и северо-востоку от этой границы, Герцеговина — к юго-западу.",14,23,114,178,1.6428571428571428,1.5614035087719298
Олохтоохторо,Население,1,1,12,9,1.0,0.75
Серб Өрөспүүбүлүкэтин улахан аҥаара сербтэр.,Большинство населения РС составляют сербы.,5,5,44,42,1.0,0.9545454545454546
Кинилэртэн ураты конституцияҕа киирбит омуктарынан бошняктар уонна хорвааттар буолаллар.,Помимо них конституционными народами являются бошняки и хорваты.,9,8,88,64,0.8888888888888888,0.7272727272727273
"Аҕыйах ахсааннаахтар — дьэбириэйдэр, чехтэр, украинецтар, словактар уо.д.а.","Национальные меньшинства — евреи, чехи, украинцы, словаки и т.д.",8,9,75,64,1.125,0.8533333333333334
"Официал тылларынан серб, бошняк уонна хорваат омуктарын тыллара буолаллар.","Официальными языками являются язык сербского народа, язык бошнякского народа и язык хорватского народа.",9,13,74,103,1.4444444444444444,1.3918918918918919
Официал алпаабытынан — кириллица уонна латиница[18].,Официальные алфавиты — кириллица и латиница[18].,6,6,52,48,1.0,0.9230769230769231
Серб Өрөспүүбүлүкэтин олохтоохторун ахсаанын хамсааһына Сыл Олохтоохтор Төрөөһүн Өлүү Е.п Миграция сальдота 1991 1 569 332 1996 1 391 593 12263 10931 1332 16910 1997 1 409 835 13757 11755 2002 16961 1998 1 428 798 13527 12469 1058 18681 1999 1 448 537 14500 12529 1971 18674 2000 1 469 182 14191 13370 821 20990 2001 1 490 993 13699 13434 265 -36456 2002 1 454 802 12336 12980 -644 -1807 2003 1 452 351 10537 12988 -2451 -3 2004 1 449 897 10628 13082 -2454 -1026 2005 1 446 417 10322 13802 -3480 772 2006 1 443 709 10524 13232 -2708 -1328 2007 1 439 673 10110 14146 -4036 1840 2008 1 437 477 10198 13501 -3303 1005 2009 1 435 179 10603 13775 -3172 1031 2010 1 433 038 10147 13517 -3370 0 2011 1 429 668 9561 13658 -4097 3719 2012 1 429 290 9978 13796 -3818 77 2013 1 326 991 9510 13978 -4468,Естественное и механическое движение Республики Сербской Год Население Рождений Смертей Е.п Сальдо миграции 1991 1 569 332 1996 1 391 593 12263 10931 1332 16910 1997 1 409 835 13757 11755 2002 16961 1998 1 428 798 13527 12469 1058 18681 1999 1 448 537 14500 12529 1971 18674 2000 1 469 182 14191 13370 821 20990 2001 1 490 993 13699 13434 265 -36456 2002 1 454 802 12336 12980 -644 -1807 2003 1 452 351 10537 12988 -2451 -3 2004 1 449 897 10628 13082 -2454 -1026 2005 1 446 417 10322 13802 -3480 772 2006 1 443 709 10524 13232 -2708 -1328 2007 1 439 673 10110 14146 -4036 1840 2008 1 437 477 10198 13501 -3303 1005 2009 1 435 179 10603 13775 -3172 1031 2010 1 433 038 10147 13517 -3370 0 2011 1 429 668 9561 13658 -4097 3719 2012 1 429 290 9978 13796 -3818 77 2013 1 326 991 9510 13978 -4468,159,160,791,791,1.0062893081761006,1.0
Түмэллэр,Музеи,1,1,8,5,1.0,0.625
Ини-бии куораттар,Города-побратимы,2,1,17,16,0.5,0.9411764705882353
Быһаарыылар,Примечания,1,1,11,10,1.0,0.9090909090909091
Сигэлэр,Ссылки,1,1,7,6,1.0,0.8571428571428571
"València [vaˈlensja], исп. Valencia [baˈlenθja]) — Испания куората, Валенсия аптаныамыйалаах сообщество уонна провинция киинэ[2].","València [vaˈlensja], исп. Valencia [baˈlenθja]) — город в Испании, центр автономного сообщества Валенсия и одноимённой провинции[2].",14,16,129,133,1.1428571428571428,1.0310077519379846
Мадрид уонна Барселона. кэннилэриттэн олохтоохторун ахсаанынан үһүс куорат.,Третий по количеству жителей город Испании после Мадрида и Барселоны.,8,10,75,69,1.25,0.92
Турия өрүс Средиземное море түһэр сиригэр турар.,Расположен у впадения частично осушенной реки Турия в Средиземное море.,7,10,48,71,1.4285714285714286,1.4791666666666667
Устуоруйата,История,1,1,11,7,1.0,0.6363636363636364
Б.э. инн. 138 сыллаахха римляннар олохтообуттара диэн ааҕыллар. Ол эрээри ол да инниттэн гириэктэр уонна карфагеннар түөлбэлээн олорбут сирдэрэ.,"Город основан римлянами в 138 году до н. э., хотя на месте города и раньше существовали поселения греков и карфагенян.",19,20,144,118,1.0526315789473684,0.8194444444444444
"Б.э. инн. I үйэҕэ куораты лузитааннар ылбыттара, урусхаллаабыттара.","В I веке до н. э. город был осаждён и захвачен лузитанами, которые практически разрушили поселение.",8,16,67,99,2.0,1.4776119402985075
"Сотору кэминэн Рим консула Децим Юний Брут Каллаик куораты саҥаттан туппута уонна Валентия (лат. Valentia) диэн ааттаабыта, ол аата Кириэппэс, диэн суолтаттан ураты Үтүө билгэ диэн суолталааҕа.","Вскоре после поражения восстания римский консул Децим Юний Брут Каллаик заново отстроил город и назвал Валентия (лат. Valentia), что, помимо прямого перевода Крепость, также означало Доброе предзнаменование.",27,27,193,207,1.0,1.072538860103627
Август император ыраахтааҕылыыр кэмигэр култуурата уонна экэниэмикэтэ муҥутуурдук сайдыбыта — онно Via Sucronense диэн атыы-эргиэн суола ааһара олук буолбута.,"Расцвет античной Валентии приходится на период правления императора Августа — в этот период новая колония стала стремительно развиваться в культурной и коммерческой области, чему способствовало его расположение на важной торговой дороге Via Sucronense.",19,33,158,252,1.736842105263158,1.5949367088607596
"413 сыллаахха Валенсияны вестготттар былдьаабыттара, манан Рим провинцията буолан бүппүтэ.","Римский период истории Валенсии завершился в 413 году, когда Валенсия была захвачена вестготами (тогда же пали и другие римские крепости региона, в частности, Сагунт).",10,24,90,167,2.4,1.8555555555555556
"714 сыллаахха куораты маврдар, ылбыттара, Кордовия халифатын сорҕото гыммыттара.","В 714 году город завоевали мавры, включив город в состав Кордовского халифата.",9,12,80,78,1.3333333333333333,0.975
Вестготтар саҕана буомурбут куорат салгыы чэлгийэ сайдыбыта.,"Под исламским владычеством возобновилось активное развитие Валенсии, практически остановившееся в период правления вестготов.",7,13,60,125,1.8571428571428572,2.0833333333333335
