word,frequency
ааҕыллар.,2
илим,2
оҥойон-чоҥойон,2
барар,2
үлэлиир.,2
"куттаммат,",2
салтым.,2
олордо.,2
тиийэ,2
турдулар.,2
бүтэрдэрбин.,2
төрдүс,2
буолаллар.,2
эргэ,2
кии,2
үлэбин,2
иччитэ,2
килбигийбэт.,2
суорум,2
тигиллибиттэр.,2
көтүтэр,2
сиэбит,2
үксүн,2
тиэрдэр,2
куттаҕас,2
еллөхпүнэ,2
алдьархайы,2
улаатыннарар.,2
сүлбэттэр.,2
киэһэ,2
биэрбиттэр.,2
күөх,2
учууталын,2
үрэр.,2
сиэх-тэрэ,2
эппитин,2
билбит,2
холлоҕос,2
ытаан,2
елүү,2
аҕал.,2
иһит.,2
уутуйбут.,2
былыт,2
түүнү,2
ыарыыта,2
тэҥсик,2
буолуҥ.,2
саккырыыр.,2
үгэх,2
ийэтин,2
бөрөөн,2
иннин,2
түүлүм,2
дьүдэйбит.,2
бара,2
биир.,2
сүгүн,2
күннээн,2
биллибэккэ,2
күн-дьыл,2
кыыс,2
харбаталаата.,2
барытын,2
хостору,2
үөскээбит.,2
ыла,2
ылбайга,2
быһахтаммыкка,2
харчыга,2
алтан,2
сөбүлүүр.,2
нэһиилэ,2
саҥата,2
эрэн.,2
бигэтик,2
сыппытым,2
сытан,2
барабын.,2
үлэни,2
халлааҥҥа,2
туойан,2
эти,2
оҥор.,2
эмэ,2
кинилэри,2
бүппэт.,2
симиир,2
үөнэ-көйүүрэ,2
кымыһынан,2
атыыр,2
били,2
үөл-дьүөл,2
үҥсэргиир.,2
үлэлиибин,2
элбэхтик,2
общественник.,2
сирин,2
син,2
"иккиһинэн,",2
суукка,2
биллэн,2
"турар,",2
"үчүгэй,",2
үөрэҕэр,2
абааһыны,2
ойуун,2
"биириһинэн,",2
даҕаны,2
сири,2
үөрэх,2
киһини.,2
бииргэ,2
үөрэҕэ,2
кытары,2
ааттаспыт,2
"хаалбат,",2
дөрүн-дөрүн,2
баара-суоҕа,2
ыалдьара,2
биэрэр,2
тустэ?,2
үтүгэҥҥэ,2
доҕор,2
балыгы,2
оҕону,2
кутуруктаах.,2
куһаҕан,2
бөҕө.,2
буолаарай?,2
киэргэтэр.,2
өлөр.,2
санаата,2
тохтубат.,2
ардыларынан,2
уҕарыйда.,2
уоҕа,2
акка,2
"ыҥыырдаатахха,",2
аҥардастаабат,2
тэҥнэр.,2
аҥардастыы,2
мөҥөр.,2
дириҥ,2
киэҥ,2
оҥхой,2
мустубут.,2
бөрөнү,2
үһүгүт.,2
хайыыр,2
остуол,2
араҕыста.,2
кыайыам,2
дуо!,2
төннөн,2
билбэт.,2
аалынар.,2
барбат,2
үлэһитинэн,2
"барбат,",2
биэрбэт,2
кимиэхэ,2
тахсыа,2
аҕыс,2
үүдэһиним,2
бэйи,2
көстүбэт,2
буолан,2
буолбут.,2
уурайда.,2
санаам,2
оҕотук,2
үүйэ-хаайа,2
хаһан,2
оҕотугар,2
минньигэс.,2
"сымсах,",2
үгүс,2
үһү!,2
кырдьан,2
көҕөрбүт.,2
эр,2
"буол,",2
оиуурдаах,2
"буоллар,",2
"баар,",2
кыаҕым,2
тыҥырахтарын,2
сүрэҕим,2
суоруоҥ,2
"""суоҕу""",2
кумунар.,2
баарына,2
үлэтин,2
онон,2
кэтэҕинэн,2
сынньылынна.,2
төрөөбүтүгэр,2
өһүл.,2
кулун,2
биэттэн,2
уоскун,2
кэлээрэй.,2
өрөөбүт,2
оонньуур.,2
уотунан,2
кэлиэ.,2
истэр,2
таптал,2
"иһин,",2
тыльшан,2
көрбөтөх.,2
ыттааҕар,2
сылгы,2
олорбут.,2
баһын,2
дьону,2
кулгаах,2
аҕыйах,2
арай,2
аналлаах.,2
"истибэтэх,",2
харах,2
кулгаахтаах,2
ууну,2
"истибэтин,",2
көрбөтүн.,2
"көһүннэҕинэ,",2
маһа.,2
бэттэх.,2
өҕүрүйдэр,2
"антах,",2
үрдэр,2
"маһа,",2
күрдьэх,2
туохха,2
ынчыгын,2
өрүһү,2
үрдүк,2
уҥардым.,2
буруо,2
кэллэ.,2
итиннэ,2
"барбыта,",2
"көмүллээ,",2
сотору,2
хороччу,2
уоһахта,2
салаа.,2
буруону,2
унаарытар.,2
арыы,2
саамай,2
билиэҕэ.,2
үүнээйитэ,2
көрүмэ,2
көҕөрбүтүн,2
эдьиийдээхпин.,2
харчытын,2
кэлэр.,2
үүт,2
өҥө-түүтэ,2
атаххыт,2
ибирэ,2
оонньуута,2
уҥуохта,2
аттаах,2
сатыыны,2
билигин,2
лоп,2
тыллаах-өстөөх,2
эттэ.,2
кубулуйбатах.,2
оонньоото.,2
сиригэр,2
урааҥхай,2
өһүргэниэххэ,2
тыала,2
хамсаабат.,2
мөккүһүмэ.,2
"баран,",2
эбит,2
көппөт.,2
түөкүн,2
түөкүнү,2
үөтүмэ.,2
түгэҕинээҕини,2
"буолуоҥ,",2
үөдэн,2
сайын,2
аргыстаспат.,2
эрэллээх.,2
эрэ.,2
кумахтан,2
көмүс,2
кыһыл,2
ыттан,2
аҕалбат.,2
угуҥ,2
онуоха,2
сүлүөҥ,2
микрофон,2
көбүс-көннөрү,2
аныаха,2
кэллим.,2
сүгэтэй?,2
бааллара.,2
соторутааҕыта,2
кылгаата.,2
ааттаһан,2
олоробут.,2
өһүлбэппин.,2
мүүрүйэл,2
күүһэ,2
иһигэр,2
билбэппин.,2
онто,2
харчыны,2
этэрим,2
үтүөтүн,2
этиэҥ,2
баарай!,2
хабан,2
үүммэт,2
өтүүнү,2
наар,2
анныгар,2
ааттаах,2
көтүмэх,2
ааттаатыгыт?,2
оҕоҕутун,2
көдьүүһү,2
төрөөбүт,2
тылбын,2
тыһын,2
самыыр,2
томын,2
баҕарар,2
өлүү,2
кинилэр,2
ырбаахыта,2
уот,2
барыга,2
быһах,2
дэлби,2
куиаар.,2
кутуруга,2
"байҕал,",2
аҕаамах,2
бары,2
аалларар.,2
кубулуйбакка,2
дэнэҕин.,2
көрдө.,2
күүстээҕинэн,2
аҕыыр.,2
аҕырымныыр.,2
аатырар.,2
өрөр.,2
көллүбүт.,1
бигиир,1
бииһээбит,1
иҥиннэр.,1
даҕаспытынан,1
эмп,1
көмөлеспөт.,1
бытыктара,1
функцияны,1
ойбонтон,1
оҥорор,1
көлүөнэ,1
"дуо,",1
ахтар.,1
дьааһыгыттан,1
дойдута.,1
аҕынна.,1
кинигэлэрин,1
бүтэрбит.,1
сэттэ,1
сыҥааҕа,1
билэҕин,1
хостоото.,1
арҕааны,1
аҕырат.,1
уоргун,1
хаана,1
илини,1
сымыыттан,1
дөбөҥнүк,1
тиийэр,1
бааһын,1
көмөлөһөөччү.,1
ыалдьар,1
биирдэрэ,1
сөтөллөр.,1
тымныйдахха,1
үлэбэр,1
үрдүгэр,1
сыарҕа,1
тылынан,1
сэттэтэ,1
уоппукка,1
хос-хос,1
киһиэхэ,1
кэпсээтэ.,1
көймөһүннүлэр.,1
сөптөөх,1
таҥастара,1
үтүлүк,1
атахтарым,1
"санаатахха,",1
кокуоска,1
көдьүүстээҕэ,1
буолумуна,1
ылбайы,1
биэрбиккэ,1
көҕүйбүччэ,1
эттэххэ,1
хайдаҕа,1
сүүрдүм.,1
сыыһа,1
көдьүүс,1
көдьүүстэммэтим.,1
"эттэххэ,",1
быһаарыллар.,1
бааллара,1
итэҕэстэр,1
оҥоһуллубут.,1
көлбөрүйэр.,1
биирэ.,1
борооскуну,1
көппүт,1
көлүн.,1
аты,1
буолааччы.,1
көнө,1
хостоотулар.,1
толороллор.,1
дуохтуур,1
хоругун,1
олороллор.,1
норуоттар,1
биистэр,1
бигээн,1
бөрө,1
бидилгэҕи,1
сорудаҕы,1
өллө.,1
бидилгэхтиир,1
күөмэйиттэн,1
хаара,1
биилэннэ.,1
уолбут,1
көлдьүн,1
көмүһү,1
көлбөрүтэр.,1
хостууллар.,1
хостоох,1
бэйэтиттэн,1
дьиэлээх.,1
даҕаны.,1
күннээҕи,1
алҕаскын,1
көтүлүннэ.,1
көһүйдэ.,1
куртаҕар,1
ыллыыллар.,1
кутталыгар,1
сиигинэн,1
куттаабыкка,1
баһынан,1
көтөх.,1
көхсүм,1
көтөҕүллүбүт.,1
ибис-иккиэйэх,1
кыргыттар,1
игирэлии,1
маарыннаһаллар.,1
хаххан,1
куттаата.,1
мууһа,1
көһүйдүлэр.,1
биитин,1
күлүгүттэн,1
тимиргэ,1
сынтарыттым.,1
таҥас,1
сонотор.,1
кэччэгэй,1
куттанар.,1
ыҥыыр,1
бэйэтин,1
тарбахтарым,1
"көстүө,",1
сүүстэ,1
кыын,1
тойон.,1
турбут,1
куттамсахха,1
көстүе.,1
бараммат.,1
бастар,1
"хороммот,",1
оччо,1
курдуур.,1
барбыта,1
буола-буола!,1
өһүргэммитэ,1
аһаабыта,1
сабы,1
иилиһиннэримэ.,1
бөһүөлэги,1
куттар,1
иилиир.,1
барбыт,1
ситиһии,1
тоҥоруулар,1
күһүн-саас,1
төннөөр.,1
событиелар,1
иилии,1
диэккиттэн,1
арҕаа,1
ыраатта,1
идэһэлэнэр,1
ыстанна.,1
санаалаах.,1
"ии,",1
иибэр-сиибэр,1
ибиирдиир.,1
иилэн,1
ылыа,1
буолаарай.,1
кутталлахыт,1
билбэккит,1
дуо.,1
доҕоро,1
иилэ,1
ылла.,1
кутуругар,1
кэмнээн,1
даҕаны!,1
күндүргэтэллэр.,1
билэр,1
күндү,1
түүлээҕи,1
суоҕа,1
туруом,1
доҕор?,1
этиҥэй,1
электричествонан,1
"о,",1
күндээрбит.,1
поезд,1
сүрдээх,1
күннэри-түүннэри,1
айанныыр.,1
иһэҕин?,1
сонно,1
оҕолоро,1
сор,1
быһаҕым,1
доҕордоспот.,1
көннөрүн.,1
диэмэ,1
даҕайда.,1
чаанньыкка,1
дьөллүргэ,1
итии,1
илиитин,1
буолума.,1
доҕоор!,1
дьадыҥыны,1
доҕордоох.,1
эйэҕэс,1
дьоллоох.,1
доҕордоох,1
туттарда.,1
дьөһөгөй,1
күнүүлээтэххэ,1
хантан,1
түүн,1
кутургуйа,1
диибин,1
үһүгүн.,1
кими,1
үөрэтиэҥ,1
баттаатым.,1
концерт,1
таптаабыт,1
киирдилэр.,1
уһун.,1
кутуллан,1
хоско,1
кутулунна.,1
суолга,1
кумах,1
хаһаастаах.,1
аһыыр.,1
билэллэр,1
кэлэн,1
сынньыынан,1
булар,1
эрин,1
күнүүлүүр.,1
доҕорун,1
күнүүлүү,1
санаата.,1
"доҕор,",1
оҥостон,1
ыппын,1
доҕордооҕор,1
үһүөйэх,1
күннээхпин.,1
сынньаттым.,1
үһүө?,1
албынныыр,1
үһүбүөн.,1
барыахпын,1
олохпор,1
баҕарбаппын,1
курдукпун.,1
буолар,1
лаппа,1
аһа,1
оҕуруот,1
табыллыбыт.,1
хартыынаҥ,1
бырахтыҥ,1
дьэлликтииргин,1
куттанныгыт?,1
туохтан,1
ыйытыам,1
эйигиттэн,1
санаабар,1
хоҥноруоҥ,1
туруох,1
бардар,1
сынньалаҥ,1
балыктыыр,1
тыас,1
этиҥ,1
илпитин,1
"сиэбитин,",1
олорбуттар.,1
сыл,1
сынньанныбыт.,1
ый,1
кэлиэхтээх,1
этиҥ.,1
сэрэйбит,1
сэрэх.,1
иһим,1
кимнээхтэрий?,1
сэтээтэллэр,1
бирисээгэлээх,1
сылдьыбытыҥ,1
урут,1
сиргэ,1
туруохха.,1
бүгүҥҥүттэн,1
",",1
эргийэр.,1
аргыһа,1
"тула,",1
сандаарда.,1
хараҥаҕа,1
көрбүт,1
тымтыктанан,1
курдуктар.,1
умнубут,1
бүтэр!,1
"барабын,",1
эбит.,1
сымыйа,1
суруга,1
суруйар,1
оҥордум.,1
эппитиҥ,1
саҥар.,1
ойуурдаах,1
үөхсүү,1
сүр-дэннэ.,1
үөхсүүлэрэ,1
үөтэлээбэт.,1
соччо,1
үөгүлээтэ.,1
турда?,1
үөгүтэ,1
өҕүтэр.,1
кураанаҕынан,1
өһүргэттиҥ.,1
суһуоҕа,1
өһөҕүрэн,1
өсөһөҕүн?,1
өҥөтөр,1
олорбуттара.,1
салҕанан,1
балыгынан,1
аһыыртан,1
аһы,1
салгыбатый?,1
хатылыырыттан,1
биири,1
куруутун,1
саллырҕатар.,1
тарта.,1
охтубат.,1
истэрин,1
чаһы,1
мөхтүлэр.,1
мөхтөрүмэ.,1
сылтаҕа,1
долодуйаҕын?,1
дойдуланным.,1
былырыыҥгыттан,1
саҥарар.,1
сахалыы,1
добуолуна,1
хайалара,1
"өгдөҥнөһөллөр,",1
