word,frequency
сам,3
буду,3
всех,3
кошка,3
об,3
озере,3
плохое,3
учителя,3
лежит,3
днём,3
голова,3
хорошее,3
надейся,3
шумно,3
мюриэл,3
туда,3
считают,3
изменился,3
конечно,3
легко,3
куда,3
отсюда,3
другом,3
может,3
небо,3
всю,3
город,3
доме,3
после,3
тоже,3
кому,3
стало,3
лесу,3
бык,3
молоко,3
хоть,3
помню,3
при,3
корова,3
жизни,3
дом,3
хватает,3
ним,3
уж,3
даёт,3
коровы,3
ручьями,2
дух,2
впал,2
затыкать,2
отдыхали,2
руками,2
держи,2
дым,2
своей,2
близко,2
вход,2
детство,2
дерево,2
рук,2
дымок,2
старости,2
другого,2
чёрта,2
поворачивается,2
дважды,2
обращает,2
прошла,2
преисподнюю,2
внимания,2
следом,2
слёзы,2
зачем,2
умерь,2
следует,2
слово,2
шкуркой,2
между,2
вором,2
стать,2
жить,2
умельцем,2
умелец,2
народу,2
когти,2
довольно,2
добра,2
были,2
перестала,2
авось,2
десять,2
дней,2
уток,2
множество,2
быстро,2
сюда,2
раны,2
волком,2
украшает,2
работать,2
пропасть,2
встали,2
любит,2
забудется,2
испуга,2
могут,2
дожил,2
произошли,2
жизнь,2
дал,2
достаточно,2
тучи,2
принёс,2
поделили,2
недавно,2
потерял,2
охотник,2
кажется,2
ругать,2
мысли,2
дадут,2
друзей,2
присвоили,2
слышно,2
чайника,2
говори,2
убывает,2
сделать,2
звание,2
заслуженного,2
республики,2
вещь,2
путного,2
собой,2
сто,2
скорее,2
выпал,2
малька,2
сын,2
частей,2
сеть,2
учение,2
мастером,2
кончились,2
короче,2
говоря,2
учится,2
общественник,2
живём,2
быть,2
гром,2
счастье,2
весной,2
глубокая,2
душа,2
пятки,2
руку,2
ушла,2
похожи,2
сильно,2
очнулся,2
пор,2
зияла,2
опасность,2
своё,2
угрожающей,2
дверь,2
приходит,2
море,2
несколько,2
саней,2
моя,2
тени,2
уехал,2
мыши,2
перед,2
наверняка,2
неужели,2
трое,2
голым,2
ехать,2
земле,2
расплодились,2
работником,2
огонь,2
стала,2
хорошая,2
можно,2
одежда,2
гроша,2
любят,2
другу,2
силачом,2
знал,2
таким,2
юноша,2
назад,2
остался,2
вернуться,2
ходит,2
какой,2
согласился,2
чёрт,2
книга,2
хвостом,2
ей,2
скоро,2
никогда,2
немножко,2
пустыми,2
словами,2
пропадёт,2
хорошим,2
попроси,2
едва,2
ради,2
людей,2
стариков,2
смутно,2
случай,2
славы,2
дерева,2
растущего,2
насекомых,2
знаешь,2
полон,2
сетует,2
кумыса,2
известное,2
крепко,2
ребята,2
славу,2
бывал,2
сделай,2
приходил,2
большая,2
дни,2
незаметно,2
днями,2
целыми,2
солнцем,2
своему,2
погоду,2
солнце,2
моё,2
них,2
больной,2
отца,2
плохой,2
три,2
вами,2
богато,2
никому,2
досада,2
примерно,2
плохо,2
реке,2
корову,2
помощь,2
друзья,2
хватило,2
ворон,2
животные,2
всем,2
понимаю,2
хотя,2
языка,2
случилось,2
сил,2
рвётся,2
почему,2
люди,2
молодец,2
медведь,2
браниться,2
против,2
работе,2
везёт,2
зовут,2
тяжело,2
шкуру,2
умножает,2
кот,2
белая,2
видел,2
одну,2
земли,2
возможно,2
огнём,2
играй,2
мире,2
самым,2
меньше,2
пеший,2
две,2
миру,2
имеющий,2
увидит,2
услышит,2
уши,2
конному,2
вернулся,2
чёрная,2
сестра,2
дают,2
старший,2
брат,2
также,2
старшая,2
передних,2
масло,2
телёнок,2
задних,2
пар,2
своих,2
собак,2
яйцо,2
ушёл,2
обленился,2
дорога,2
ослаб,2
причине,2
давайте,2
оно,2
последний,2
деревья,2
микрофон,2
ветер,2
каждый,2
отступлюсь,2
рождения,2
рассказал,2
ночь,2
речь,2
новая,2
сказать,2
седло,2
работал,2
сказанного,2
мнишь,1
длиной,1
божий,1
мышиного,1
опасно,1
лёд,1
старое,1
достаются,1
тонким,1
вороши,1
преувеличивает,1
дне,1
воображали,1
филина,1
отъездом,1
указательного,1
головой,1
хвоста,1
измеряя,1
трусу,1
вспоминать,1
неудачнику,1
думаешь,1
собственной,1
прибыл,1
которого,1
подсолнечная,1
важнее,1
стесняется,1
прибывший,1
гонец,1
умирает,1
попалась,1
господин,1
скупой,1
всяк,1
одни,1
попали,1
открыт,1
лытки,1
скучает,1
черпаешь,1
пугать,1
кустах,1
удалось,1
захаживайте,1
поступай,1
успех,1
заморозки,1
бывают,1
осенью,1
события,1
происходят,1
крестах,1
проучи,1
покушать,1
грудь,1
навоз,1
превратись,1
отрежь,1
человеком,1
ешь,1
возвращайся,1
отколупнулось,1
заходите,1
почаще,1
напугал,1
пальца,1
кончается,1
своим,1
убавляется,1
льёшь,1
прошёл,1
трижды,1
преисподней,1
родителей,1
удобном,1
случае,1
отходит,1
опасный,1
самый,1
училась,1
большого,1
напомню,1
наверное,1
знаете,1
ведь,1
обижается,1
вместительна,1
заполнили,1
запасы,1
нетрудно,1
твёрдо,1
покашливает,1
изредка,1
закончил,1
любое,1
города,1
добраться,1
заболеть,1
простудишься,1
палку,1
вышли,1
засыпана,1
должно,1
вертикально,1
находится,1
вырос,1
приподними,1
крышку,1
наотрез,1
горячего,1
рукой,1
дотронулся,1
возле,1
закрепи,1
прочно,1
длинные,1
сядет,1
сдох,1
пачкает,1
наживкой,1
кровью,1
спицу,1
хлопочет,1
проглотил,1
завистник,1
клеветник,1
волк,1
больного,1
пульс,1
пощупал,1
доктор,1
функцию,1
осваивает,1
осязательную,1
выполняют,1
рака,1
усики,1
дружит,1
бедным,1
отказался,1
конца,1
страшно,1
выяснен,1
волнуется,1
обманет,1
торопится,1
найду,1
узнают,1
вряд,1
говорю,1
велят,1
последствия,1
концерта,1
конец,1
застал,1
вздумается,1
вскакивает,1
чирей,1
комнату,1
считал,1
окружают,1
песком,1
старый,1
вопрос,1
якут,1
нового,1
зените,1
богатый,1
счастлив,1
выполнить,1
ж,1
поди,1
такому,1
распоряжение,1
постой,1
погоди,1
ядовитая,1
наказание,1
ох,1
дам,1
спуску,1
насмешка,1
страшный,1
идёшь,1
откуда,1
одиночество,1
разделяет,1
горы,1
отдалилось,1
упорно,1
передал,1
ошибку,1
исправь,1
скрываешься,1
золотое,1
яиц,1
семи,1
несчастью,1
молозива,1
поешь,1
кость,1
радоваться,1
погрызи,1
пыл,1
успокойся,1
оказывает,1
помогает,1
лекарство,1
заболел,1
добытую,1
им,1
поколение,1
обузой,1
вшей,1
полозья,1
придут,1
ищут,1
снадобьем,1
забывается,1
смех,1
мимоходом,1
сделанное,1
головах,1
поезд,1
электричеством,1
освещена,1
ярко,1
комната,1
меха,1
плач,1
родные,1
ценятся,1
редкостью,1
станет,1
божества,1
сёстры,1
солнечного,1
исчезнет,1
выступила,1
ревнуешь,1
другими,1
показали,1
рукавице,1
кукиш,1
повторяясь,1
рассказывал,1
топор,1
второй,1
топора,1
чём,1
золота,1
добывают,1
проруби,1
вытащили,1
телёнка,1
ящика,1
вынул,1
вечного,1
та,1
догадывался,1
пасмурно,1
течь,1
сколько,1
побежал,1
рыбу,1
родине,1
разогнулись,1
коня,1
разделили,1
запряги,1
правдой,1
войди,1
мошенника,1
уст,1
исходящее,1
поручения,1
уклоняется,1
убавь,1
тоскую,1
сваливает,1
расскажешь,1
запарились,1
неизвестно,1
польза,1
тепло,1
никакой,1
извлёк,1
плешивых,1
длинна,1
посёлок,1
справлюсь,1
шамане,1
мной,1
расправиться,1
намерен,1
танцует,1
станешь,1
поживёшь,1
хворал,1
близнецы,1
девочки,1
эти,1
вдвоём,1
небрежная,1
острым,1
кузнеце,1
препятствий,1
приносит,1
никаких,1
ломалась,1
встретят,1
посуда,1
увы,1
временами,1
настроении,1
моросит,1
парню,1
нитки,1
матери,1
путай,1
горами,1
опоясан,1
пригони,1
запада,1
востока,1
приятелем,1
сказанное,1
девке,1
проведёт,1
отщепилось,1
старушке,1
отскочило,1
собаке,1
подхватил,1
выйдет,1
жену,1
стену,1
ваши,1
приподнятом,1
ревнует,1
соседствуют,1
рану,1
иконы,1
другая,1
лопаты,1
годится,1
рогами,1
половина,1
полнит,1
длиною,1
железо,1
размах,1
затупил,1
научишь,1
ничему,1
никого,1
побоями,1
отдохнуть,1
лошади,1
позавидовал,1
двое,1
мужа,1
намажь,1
вошёл,1
скорби,1
доведёт,1
колени,1
поёт,1
посади,1
умершему,1
швам,1
распоролось,1
суток,1
споро,1
дружно,1
слаженно,1
поют,1
пока,1
онемела,1
спина,1
пальцы,1
окоченели,1
ножны,1
силы,1
согласны,1
найдутся,1
найдётся,1
вязнет,1
ужасно,1
нашему,1
посинела,1
мост,1
ремонта,1
пойду,1
двенадцать,1
машина,1
смазки,1
дыша,1
охотно,1
удовольствием,1
возьму,1
ушиб,1
кавалер,1
взлететь,1
упрямой,1
тёлке,1
голову,1
горло,1
отрывают,1
орал,1
пташки,1
пытаются,1
ужасный,1
непонятно,1
всерьёз,1
прочным,1
положение,1
укрепилось,1
пробили,1
пользу,1
заупрямились,1
оба,1
головы,1
выходит,1
сон,1
увиденный,1
